Specialty,Specialty Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Medical Oncology,MO,CT for CA Breast,MO001H,"Letrozole
Letrozole 2.5 mg orally daily",3900
Medical Oncology,MO,CT for CA Breast,MO001I,"Carboplatin + Paclitaxel
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14900
Medical Oncology,MO,CT for CA Breast,MO001J,"Capecitabine
Capecitabine - 1000mg/m2 orally twice daily D1-D14 every 21 days",7400
Medical Oncology,MO,CT for CA Breast,MO001K,"Carboplatin + Gemcitabine
Gemcitabine - 1000mg/m2 D1 D8
Carboplatin AUC 2 D1 D8
Gemcitabine - 1000mg/m2 D1 D8 
Carboplatin AUC 5-6 D1 only",13900
Medical Oncology,MO,CT for CA Breast,MO001L,"Cyclophosphamide + Adriamycin
Cyclophosphamide - 600 mg /m2 D1
Adriamycin - 60mg/m2 D1 every 21 days",4500
Medical Oncology,MO,CT for CA Breast,MO001M,"Fulvestrant (per dose)
Fulvestrant 500 mg D1 D15 D28 then every 28 days",12000
Medical Oncology,MO,CT for CA Breast,MO001N,"Paclitaxel
Paclitaxel 175 mg/m2 D1 every 21 days",11800
Medical Oncology,MO,CT for CA Breast,MO001O,"Exemestane
Exemestane 25 mg orally daily (q 3 monthsly)",3900
Medical Oncology,MO,CT for CA Breast,MO001P,"Lapatinib
Lapatinib 500 mg BD  orally , daily",15050
Medical Oncology,MO,CT for Metastatic bone malignancy and multiple myeloma,MO002A,"Zoledronic Acid
Zoledronic acid 4 mg IV Monthly",3500
Medical Oncology,MO,CT for CA Ovary,MO003A,"Cisplatin + Irinotecan
Cisplatin 60mg/m2 D1
Irinotecan 60 mg/m2 D1 D8 D15 every 28 days",13050
Medical Oncology,MO,CT for CA Ovary,MO003B,"Lipodox + Carboplatin
Lipopdox 30 mg/m2 D1
Carboplatin AUC 5-6 D1 every 28 days",17200
Medical Oncology,MO,CT for CA Ovary,MO003C,"
Etoposide 50 mg/m2 OD D1-D21 every 28 days",3400
Medical Oncology,MO,CT for CA Ovary,MO003D,"Irinotecan
Irinotecan 60 -90 mg/m2 D1 D8 every 21 days",8400
Medical Oncology,MO,CT for CA Ovary,MO003E,"Lipodox
Lipodox 40 mg/m2 IV every 28 days",17950
Medical Oncology,MO,CT for CA Ovary,MO003F,"Carboplatin + Gemcitabine
Gemcitabine - 1000mg/m2 D1 D8 
Carboplatin AUC 2 D1 D8
Gemcitabine - 1000mg/m2 D1 D8
Carboplatin AUC 5-6 D1 only",13900
Medical Oncology,MO,CT for CA Ovary,MO003G,"Carboplatin + Paclitaxel
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14700
Medical Oncology,MO,CT for CA Ovary,MO003H,"
Cyclophosphamide 50 mg/m2 OD D1-D21 every 28 days",2800
Medical Oncology,MO,CT for CA Ovary,MO003I,"Tamoxifen
Tamoxifem 20 mg orally daily (3 months)",1200
Medical Oncology,MO,CT for CA Ovary,MO003J,"Letrozole
Letrozole 2.5 mg orally daily (3 months)",3900
Medical Oncology,MO,CT for CA Ovary,MO003K,"Single agent Carboplatin 
Carboplatin AUC 5-6 D1 every 21 days ( maximum -6 cycle)",7000
Medical Oncology,MO,CT for CA Ovary,MO003L,"Cisplatin
Cisplatin 40 mg/m2 every week (maximum- 6 cycles)",4100
Medical Oncology,MO,CT for Germ Cell Tumor,MO004A,"Carboplatin (AUC 7)
Carboplatin AUC 7 every 21 days",7300
Medical Oncology,MO,CT for Germ Cell Tumor,MO004B,"Bleomycin + Etoposide + Cisplatin
Bleomycin 30 units D1 D8 D15
Cisplatin 20 mg/m2 IV D1-D5
Etoposide 100mg/m2 D1-D5 every 21 days",11600
Medical Oncology,MO,CT for Germ Cell Tumor,MO004C," Etoposide + Cisplatin
Cisplatin 20 mg/m2 IV D1-D5
Etoposide 100mg/m2 D1-D5 every 21 days",10000
Medical Oncology,MO,CT for Germ Cell Tumor,MO004D,"Gemcitabine + Oxaliplatin
Gemcitabine 1000mg/m2 D1 D8
Oxaiplatin 130mg/m2 D1 every 21 days",17500
Medical Oncology,MO,CT for Germ Cell Tumor,MO004E,"Gemcitabine + Paclitaxel
Gemcitabine 1000mg/m2 D1 D8 D15
Paclitaxel 100 mg/m2 D1 D8 D15 every 28 days",17500
Medical Oncology,MO,CT for Germ Cell Tumor,MO004F,"Paclitaxel + Ifosfamide + Cisplatin
Paclitaxel 240 mg/m2 D1
Ifosfamide 1500mg/m2 D2-D5
Mesna 300 mg/m2 0h 4h 8h D2-D5
Cisplatin 25mg/m2 D2-D5 every 21 days",24400
Medical Oncology,MO,CT for Germ Cell Tumor,MO004G,"Vinblastin + Ifosfamide + Cisplatin
Vinblastine 0.11 mg/kg IV D1-D2
Mesna 240mg/m2 0h 4h 8h D1-D5
Ifosfamide 1200mg/m2 D1-D5
Cisplatin 20 mg/m2 D1-D5 every 21 days",12600
Medical Oncology,MO,CT for Gestational Trophoblastic Neoplasia,MO005A,"Etoposide + Methotrexate + Dactinomycin- Cyclophosphamide + Vincristine
Etoposide 100mg/m2 IV D1 D2
Dactinomycin 0.5 mg IV push D1 D2
Methotrexate 300 mg /m2 D1
Leucovorin 15 mg PO every 12 hrs for 4 doses
Cyclophosphamide 600mg/m2 D8
Vincrstine 1 mg/m2 D8 every 2 weeks",11400
Medical Oncology,MO,CT for Gestational Trophoblastic Neoplasia,MO005B,"Etoposide + Methotrexate + Dactinomycin + Cisplatin
Etoposide 100mg/m2 IV D1 D2 D8
Dactinomycin 0.5 mg IV push D1 D2 Methotrexate 300 mg /m2 D1
Leucovorin 15 mg PO every 12 hrs for 4 doses Cisplatin 75mg/m2 D8 every 2 weeks",12200
Medical Oncology,MO,CT for Gestational Trophoblastic Neoplasia,MO005C,"Methotrexate
Methotrexate 1/mg/kg IM every other day x 4 days D1 3 D5 D7
Alternating every other day with
Leucovorin 15 mg PO repeat every 14 days",1100
Medical Oncology,MO,CT for Gestational Trophoblastic Neoplasia,MO005D,"Dactinomycin
Inj Dactinomycin  0.5 mg D1- D5 every 14 days  ",6950
Medical Oncology,MO,CT for Cervical Cancer,MO006A,"Carboplatin + Paclitaxel
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14900
Medical Oncology,MO,CT for Cervical Cancer,MO006B,"Cisplatin
Cisplatin 40 mg/m2 every week",2200
Medical Oncology,MO,CT for Endometrial Cancer,MO007A,"Carboplatin + Paclitaxel
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5 D1 every 21 days",14900
Medical Oncology,MO,CT for Endometrial Cancer,MO007B,"Cisplatin + Doxorubicin
Doxorubicin 60 mg/m2 D1
Cisplatin 50mg/m2 every 3 weeks",4200
Medical Oncology,MO,CT for Endometrial Cancer,MO007C,"Lipodox + Carboplatin
Lipopdox 30 mg/m2 D1
Carboplatin AUC 5 D1 every 28 days",17200
Medical Oncology,MO,CT for Endometrial Cancer,MO007D,"Carboplatin + Gemcitabine
Gemcitabine - 1000mg/m2 D1 D8
Carboplatin AUC 2 D1 D8
Gemcitabine - 1000mg/m2 D1 D8 
Carboplatin AUC 5-6 D1 only every 3 weeks",13900
Medical Oncology,MO,CT for Endometrial Cancer,MO007E,"Anastrozole 
1 mg orally daily (for 3 months)",3900
Medical Oncology,MO,CT for Vulvar Cancer,MO008A,"Cisplatin + 5 FU
5 FU 1000mg/m2 D1-D4
Cisplatin 75mg/m2 D1 every 3 weeks",7600
Medical Oncology,MO,CT for Vulvar Cancer,MO008B,"Cisplatin
Cisplatin 40 mg/m2 every week",2200
Medical Oncology,MO,CT for Vulvar Cancer,MO008C,"Carboplatin + Paclitaxel
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5 D1 every 21 days",14500
Medical Oncology,MO,CT for Ewing Sarcoma,MO009A,"Vincristine + Topotecan + Cyclophosphamide + Irinotecan + Temozolamide
Vincristine 1.5mg/m2( day 1)
Topotecan 1.5mg/m2 (day 1-5)
Cyclophosphamide 250mg/m2 (days 1-5)
Given every 3 weeks
Irinotecan 10-50 mg/sqM days 1-5 and days 8-12 Temozolamide 100mg/m2 days 1-5  of each cycle every 3 weeks",22400
Medical Oncology,MO,CT for Ewing Sarcoma,MO009B,"Vincristine + Ifosfamide + Etoposide
Vincristine + Doxorubicin + Cyclophosphamide
Vincristine + Cyclophosphamide + Dactinomycin.
4 cycles VIE, 6 cycles VAC, 4 cycles VCD
Vincristine 1.5mg/m2 (day 1, 8 and 15)
Ifosfamide: 1800mg/m2 (days1-5)
Etposide: 100mg/sq.m (days 1-5)
Given every 3 weeks
Vincristine 1.5mg/m2 (day 1 and 8)
Adriamyicn: 60mg/m2 (day 1)
Cyclophosphamide 600mg/m2 (day 1)
Given 2-3 weekly
Vincristine 1.5mg/m2 (day 1 and 8)  Cyclophosphamide 600mg/m2 (day 1) Dactinomycin1mg/m2 (day1)
Given 3 weekly",9700
Medical Oncology,MO,CT for Ewing Sarcoma,MO009C,"Vincristine + Adriamycin + Cyclophosphamide
Ifosfamide + Etoposide
Ifosfamide: 1800mg/m2 (days1-5)
Etposide: 100mg/sq.m (days 1-5)
Given every 2-3 weekly
Vincristine 1.5mg/m2 (day 1 and 8)
Adriamyicn: 75mg/m2 (day 1)
Cyclophosphamide 1200mg/m2 (day 1)
Given 2-3 weekly",12500
Medical Oncology,MO,CT for Osteogenic Sarcoma,MO010A,"Doxorubicin + Cisplatin
Cisplatin 100mg/m2
Doxorubicin 75mg/m2 given every 3 weeks",12000
Medical Oncology,MO,CT for Osteogenic Sarcoma,MO010B,"Methotrexate + Doxorubicin + Cisplatin for Relapsed Osteogenic Sarcoma
Cisplatin 120mg/sq.m
Doxorubicin 75mg/m2
Methotrexate 8-12 gram/m2
Each cycle for 5 weeks",27000
Medical Oncology,MO,CT for Osteogenic Sarcoma,MO010C,"OGS - 12
Ifosfamide 1800 mg/m2 D1-D5
Mesna 600mg/m2 0h 3h 6h 9h D1-D5
Adriamycin 25mg/m2 D1- D3
Cisplatin 33 mg/m2 D1-D3 every 21 days",29600
Medical Oncology,MO,CT for Osteogenic Sarcoma,MO010D,"OGS - 12
Ifosfamide 1800 mg/m2 D1-D5
Mesna 600mg/m2 0h 3h 6h 9h D1-D5
Cisplatin 33 mg/m2 D1-D3 every 21 days",28600
Medical Oncology,MO,CT for Soft Tissue Sarcoma,MO011A,"Gemcitabine + Docetaxel
Gemcitabine 900 mg/m2 D1 D8
Docetaxel 100 mg/m2 D8 every 21 days",24000
Medical Oncology,MO,CT for Soft Tissue Sarcoma,MO011B,"Ifosfamide + Adriamycin
Doxorubicin 30mg/m2 D1 D2
Ifosfamide 2000 to 3000mg/m2
Mesna 400 to 600 mg/m2 0h 4h 8h D1 - D3
Every 21 days",13700
Medical Oncology,MO,CT for Soft Tissue Sarcoma,MO011C,"Doxorubicin 60-75/m2, every 21 days",4000
Medical Oncology,MO,CT for Metastatic Melanoma,MO012A,"Dacarbazine + Cisplatin
Dacarbazine 250mg/m2 D1-D5
Cisplatin 75 mg/m2 Every 21 days",7100
Medical Oncology,MO,CT for Metastatic Melanoma,MO012B,"Temozolamide
Temozolamide 200mg/m2 D1-D5 every 28 days",5000
Medical Oncology,MO,CT for Metastatic Melanoma,MO012C,"Imatinib 
Tab Imatinib 400/800 mg daily",0
Medical Oncology,MO,CT for Anal Cancer,MO013A,"5 FU + Mitomycin C
5 FU 1000mg/m2 D1-D4 D29-D32
Mitomycin 10mg/m2 D1",10500
Medical Oncology,MO,CT for Anal Cancer,MO013B,"Capecitabine + Mitomycin C
Capecitabine 825mg/m2 PO twice daily till completion of RT
Mitomycin 10mg/2 D1",16875
Medical Oncology,MO,CT for Anal Cancer,MO013C,"Cisplatin + 5 FU
5 FU 1000mg/m2 D1-D4
Cisplatin 75mg/m2 D1 every 4 weeks",7600
Medical Oncology,MO,CT for Anal Cancer,MO013D,"Carboplatin + Paclitaxel
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14900
Medical Oncology,MO,CT for Anal Cancer,MO013E,"Cisplatin + Paclitaxel
Paclitaxel 175 mg/m2 D1
Cisplatin 75mg/m2 D1 every 21 days",13300
Medical Oncology,MO,CT for Colorectal Cancer,MO014A,"5 FU + Leucovorin
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1 every 14 days",5512.5
Medical Oncology,MO,CT for Colorectal Cancer,MO014B,"Capecitabine + Irinotecan
Capecitabine 1000mg/m2 D1-D14
Irinotecan 200 mg/m2 D1 every 21 days",12500
Medical Oncology,MO,CT for Colorectal Cancer,MO014C,"5 FU + Leucovorin + Oxaliplatin
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Oxaliplatin 85 mg/m2 D1 every 14 days",13650
Medical Oncology,MO,CT for Colorectal Cancer,MO014D,"5FU + Leucovorin + Irinotecan
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Irinotecan 180mg/m2 85 mg/m2 D1 every 14 days",8700
Medical Oncology,MO,CT for Colorectal Cancer,MO014E,"Capecitabine + Oxaliplatin
Capecitabine 1000mg/m2 D1-D14
Oxaliplatin 130 mg/m2 D1 every 21 days",12500
Medical Oncology,MO,CT for Colorectal Cancer,MO014F,"Capecitabine along with RT
Capecitabine 825 mg/m2 twice daily",7200
Medical Oncology,MO,CT for Colorectal Cancer,MO014G,"Capecitabine
Capecitabine 1000mg/m2 D1-D14 every 21 days",7300
Medical Oncology,MO,CT for Colorectal Cancer,MO014H,"5FU + Leucovorin + Oxaliplatin + Irinotecan
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Oxaliplatin 85 mg/m2 D1
Irinotecan 180mg/m2 every 14 days",18775
Medical Oncology,MO,CT for Esophageal Cancer,MO015A,"Carboplatin + Paclitaxel
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14900
Medical Oncology,MO,CT for Esophageal Cancer,MO015B,"Cisplatin + 5 FU
5 FU 1000mg/m2 D1-D4
Cisplatin 75mg/m2 D1 every 4 weeks",9600
Medical Oncology,MO,CT for Esophageal Cancer,MO015C,"Cisplatin + 5 FU
Cisplatin 75mg/m2 D1 D29
5FU 1000mg/m2 D1-D4 D29 D32 every 35 days",14100
Medical Oncology,MO,CT for Esophageal Cancer,MO015D,"Paclitaxel + Carboplatin
Paclitaxel 50mg/m2 D1
Carboplatin AUC 2 D1 every week",25100
Medical Oncology,MO,CT for Esophageal Cancer,MO015E,"Paclitaxel + Carboplatin
Paclitaxel 50mg/m2 D1
Carboplatin AUC 2 D1 every week",25100
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016A,"Cisplatin + Docetaxel
Docetaxel 40mg/m2 D1
Cisplatin 40 mg/m2 D1
Leucovorin 400mg/m2 D1
5FU 1000mg/m2 D1 D2 every 14 days",13900
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016B,"Irinotecan
Irinotecan 60- 90 mg/m2 D1 D8 every 21 days",10925
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016C,"5 FU
5 FU 250 mg/m2 D1-D5 over 24 hrs every week",9375
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016D,"Capecitabine
Capecitabine 825 mg/m2 twice daily",7200
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016E,"Capecitabine + Oxaliplatin
Capecitabine 1000mg/m2 D1-D14
Oxaliplatin 130 mg/m2 D1 every 21 days",12500
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016F,"Docetaxel + Cisplatin + 5 FU
Docetaxel 40mg/m2 D1
Cisplatin 40 mg/m2 D1
Leucovorin 400mg/m2 D1
5FU 1000mg/m2 D1 D2 every 14 days",14500
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016G,"Docetaxel + Cisplatin + Capecitabine
Docetaxel 40mg/m2 D1
Cisplatin 40 mg/m2 D1
Capecitabine 825mg/m2 twice daily every 14 days",14500
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016H,"Docetaxel + Oxaliplatin + 5 FU
Docetaxel 50mg/m2 D1
Oxaliplatin 85 mg/m2 D1
Leucovorin 400mg/m2 D1
5FU 1200mg/m2 D1 D2 every 14 days",18500
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016I,"Docetaxel + Oxaliplatin + Capecitabine
Docetaxel 50mg/m2 D1
Oxaliplatin 85 mg/m2 D1
Capecitabine 825 mg/m2 Twice daily every 14 days",18500
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016J,"5FU + Leucovorin + Irinotecan
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Irinotecan 180mg/m2 85 mg/m2 D1 every 14 days",8700
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016K,"5FU + Leucovorin + Oxaliplatin
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Oxaliplatin 85 mg/m2 D1 every 14 days",13650
Medical Oncology,MO,CT for Esophageal / Stomach Cancer,MO016L,"Paclitaxel
Paclitaxel 80mg/m2 every week",5800
Medical Oncology,MO,CT for Hepatocellular Carcinoma,MO017A,"Doxorubicin (TACE)
Doxorubicin 30-75 mg/m2 one course",22500
Medical Oncology,MO,CT for Hepatocellular Carcinoma,MO017B,"Sorafenib
Sorafenib 400mg PO twice daily",8975
Medical Oncology,MO,CT for Hepatocellular Carcinoma,MO017C,Lenvatinib 12 mg daily,17000
Medical Oncology,MO,CT for Panceratic Cancer,MO018A,"Gemcitabine + Nanopaclitaxel
Gemcitabine 1000mg/m2 D1 D8 D16
Albumin bound Paclitaxel 125mg/m2 D1 D8 D15 every 28 days",28375
Medical Oncology,MO,CT for Panceratic Cancer,MO018B,"Gemcitabine
Gemcitabine 1000mg /m2 D1 D8 every 21 days",9000
Medical Oncology,MO,CT for Panceratic Cancer,MO018C,"Gemcitabine
Gemcitabine 300mg/m2 weekly",4000
Medical Oncology,MO,CT for Panceratic Cancer,MO018D,"5FU + Leucovorin + Oxaliplatin + Irinotecan
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Oxaliplatin 85 mg/m2 D1
Irinotecan 180mg/m2 every 14 days",18875
Medical Oncology,MO,CT for Panceratic Cancer,MO018E,"Capecitabine
Capecitabine 825 mg/m2 twice daily",7200
Medical Oncology,MO,CT for Panceratic Cancer,MO018F,"Capecitabine + Gemcitabine
Gemcitabine 1000mg/m2 D1 D8 D15
Capecitabine 830mg/m2 twice daily D1-D21 every 28 days",31500
Medical Oncology,MO,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019A,"Capecitabine
Capecitabine 1000 - 1250 mg/m2 twice daily D1 -D14 every 21 days",7300
Medical Oncology,MO,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019B,"Cisplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 25 mg/m2 D1 D8 every 21 days",10900
Medical Oncology,MO,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019C,"5FU + Leucovorin + Irinotecan
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Irinotecan 180mg/m2 85 mg/m2 D1 every 14 days",8900
Medical Oncology,MO,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019D,"Gemcitabine (per week)
Gemcitabine 300 mg/ m2 D 1every week (till RT ends)",4000
Medical Oncology,MO,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019E,"Gemcitabine
Gemcitabine 1000mg /m2 D1 D8 every 21 days",8900
Medical Oncology,MO,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019F,"Oxaliplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1
Oxaliplatin 100 mg/m2 D1 every 14 days",17100
Medical Oncology,MO,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019G,"Capecitabine + Irinotecan
Capecitabine 1000mg/m2 D1-D14
Irinotecan 200 mg/m2 D1 every 21 days",12500
Medical Oncology,MO,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019H,"5FU + Leucovorin + Oxaliplatin
5 FU 1200mg/m2 D1 D2
Leucovorin 400mg/m2 D1
Oxaliplatin 85 mg/m2 D1 every 14 days",13700
Medical Oncology,MO,CT for Gastointestinal stromal tumor,MO020A,"Imatinib
Imatinib 400 mg once daily",15000
Medical Oncology,MO,CT for Gastointestinal stromal tumor,MO020B,"Sunitinib
Sunitinb 37.5 mg once daily",10000
Medical Oncology,MO,CT for CA Brain,MO021A,"Temozolamide
Temozolomide 150 - 200 mg/m2 D1-D5 every 28 days",5000
Medical Oncology,MO,CT for CA Brain,MO021B,"Temozolamide
Temozolomide 75mg/m2 once daily",30000
Medical Oncology,MO,CT for Mesothelioma,MO022A,"Gemcitabine + Cisplatin
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 75 mg/m2 D1 every 21 days",11100
Medical Oncology,MO,CT for Mesothelioma,MO022B,"Pemetrexed + Cisplatin
Pemetrexed 500mg/m2 D1
Cisplatin 75 mg/m2 D1 every 21 days",9200
Medical Oncology,MO,CT for Mesothelioma,MO022C,"Pemetrexed + Carboplatin
Pemetrexed 500mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",10000
Medical Oncology,MO,CT for Thymic Carcinoma,MO023A,"Cisplatin + Etoposide
Etoposide 100mg/m2 D1 - D3
Cisplatin 75-100 mg/m2 D1 every 21 days",7012.5
Medical Oncology,MO,CT for Thymic Carcinoma,MO023B,"Cisplatin + Adriamycin + Cyclophosphamide
Cisplatin 50 mg/m2 D1
Doxorubicin 50 mg/m2 D1
Cyclophosphamide 500 mg/m2 D1 every 21 days",5900
Medical Oncology,MO,CT for CA Head & Neck,MO024A,"Cisplatin + Docetaxel
Docetaxel 75 mg/m2 D1
Cisplatin 75 mg/m2 D1 every 21 days",12400
Medical Oncology,MO,CT for CA Head & Neck,MO024B,"Cisplatin
Cisplatin 100mg/m2 every 21 days",9800
Medical Oncology,MO,CT for CA Head & Neck,MO024C,"Carboplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8
Carboplatin AUC 5-6 D1 every 21 days",13900
Medical Oncology,MO,CT for CA Head & Neck,MO024D,"Docetaxel + Cisplatin + 5 FU
Docetaxel 75 mg/m2 D1
Cisplatin 75 mg/m2 D1
5 FU 750 mg/m2 D1- D5 every 21 days",14500
Medical Oncology,MO,CT for CA Head & Neck,MO024E,"Docetaxel
Docetaxel 20mg/m2 every week",3200
Medical Oncology,MO,CT for CA Head & Neck,MO024F,"Docetaxel
Docetaxel 75 mg/m2 D1 every 21 days",8500
Medical Oncology,MO,CT for CA Head & Neck,MO024G,"Etoposide + Carboplatin
Etoposide 100mg/m2 D1 - D3
Carboplatin AUC 5-6 D1 every 21 days",7100
Medical Oncology,MO,CT for CA Head & Neck,MO024H,"Etoposide + Cisplatin
Etoposide 100mg/m2 D1 - D3
Cisplatin 75-100 mg/m2 D1 every 21 days",9200
Medical Oncology,MO,CT for CA Head & Neck,MO024I,"Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8 every 21 days",9000
Medical Oncology,MO,CT for CA Head & Neck,MO024J,"Gemcitabine + Cisplatin
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 75 mg/m2 D1 every 21 days",11100
Medical Oncology,MO,CT for CA Head & Neck,MO024K,"Paclitaxel + Carboplatin
Paclitaxel 80mg/m2 D1
Carboplatin AUC 2 D1 every week",7700
Medical Oncology,MO,CT for CA Head & Neck,MO024L,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 every 21 days",14500
Medical Oncology,MO,CT for CA Head & Neck,MO024M,"Paclitaxel
Paclitaxel 80mg/m2 every week",5700
Medical Oncology,MO,CT for CA Head & Neck,MO024N,"Paclitaxel
Paclitaxel 175mg/m2 every 21 days",11800
Medical Oncology,MO,CT for CA Head & Neck,MO024O,"Carboplatin
Carboplatin AUC 2 every week",2400
Medical Oncology,MO,CT for CA Head & Neck,MO024P,"Cisplatin
Cisplatin 40mg/m2 every week",2200
Medical Oncology,MO,CT for Renal Cell Cancer,MO025A,"Sunitinib
50 mg once daily 4 weeks on 2 weeks off",10000
Medical Oncology,MO,CT for Renal Cell Cancer,MO025B,"Cabozantinib 60 mg od x 1 month
every 4 weeks
",13000
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026A,"Cisplatin + Methotrexate + Vinblastin
Methotrexate 30mg/m2 D1 D8
Vinblastine 4 mg/m2 D1 D8
Doxorubicin 30 mg/m2 D2
Cisplatin 100 mg/m2 D2
Leucovorin 15 mg PO D2 D9 every 21 days",6750
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026B,"Carboplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8
Carboplatin AUC 5-6 D1 every 21 days",13900
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026C,"Cisplatin + Gemcitabine
Gemcitabine 1000 mg/m2 D1 D8
Cisplatin 75 mg/m2 D1 every 21 days",11100
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026D,"Cisplatin + 5 FU
5 FU 1000mg/m2 D1-D4
Cisplatin 75mg/m2 D1 every 4 weeks",7800
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026E,"Cisplatin + Paclitaxel
Paclitaxel 175 mg /m2 D1
Cisplatin 75 mg /m2 D1 every 21 days",13300
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026F,"Docetaxel
Docetaxel 75 mg/m2 D1 every 21 days",8500
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026G,"Gemcitabine + Paclitaxel
Gemcitabine 2500 mg/m2 D1
Paclitaxel 150 mg/m2 D1 every 14 days",15500
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026H,"Gemcitabine
Gemcitabine 1000mg /m2 D1 D8 every 21 days",9000
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026I,"Methotrexate + Vinblastin + Doxorubicin + Cisplatin
Methotrexate 30mg/m2 D1
Vinblastine 3 mg/m2 D2
Doxorubicin 30 mg/m2 D2
Cuisplatin 70 mg/m2 D2 every 14 days",6600
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026J,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14500
Medical Oncology,MO,CT for Ureter / Bladder / Urethra,MO026K,"Paclitaxel
Paclitaxel 80 mg/m2 D1 every week",5700
Medical Oncology,MO,CT for CA Penis,MO027A,"Cisplatin + Paclitaxel
Paclitaxel 175 mg/m2 D1
Cisplatin 75 mg/m2 D1 every 21 days",13300
Medical Oncology,MO,CT for CA Penis,MO027B,"5 FU + Cisplatin
5 FU 1000mg/m2 D1-D4
Cisplatin 75mg/m2 D1 every 4 weeks",7800
Medical Oncology,MO,CT for CA Penis,MO027C,"Capecitabine
Capecitabine 1000-1250 mg/m2 PO twice daily D1 -D14 every 21 days",7300
Medical Oncology,MO,CT for CA Penis,MO027D,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",14500
Medical Oncology,MO,CT for CA Penis,MO027E,"Paclitaxel
Paclitaxel 80 mg/m2 D1 every week",5700
Medical Oncology,MO,CT for CA Penis,MO027F,"Paclitaxel
Paclitaxel 175 mg/m2 D1 every 21 days",11800
Medical Oncology,MO,CT for CA Penis,MO027G,"Paclitaxel + Carboplatin
Paclitaxel 80 mg/m2 D1
Carboplatin AUC 2 D1 every week",7700
Medical Oncology,MO,CT for CA Prostate,MO028A,"Docetaxel
Docetaxel 60 mg/m2 D1 every 14 days",8000
Medical Oncology,MO,CT for CA Prostate,MO028B,"Docetaxel
Docetaxel 75 mg/m2 D1 every 21 days",8500
